circles,euclideanDistance,jaccardDissimilarity,treeDissimilarity,canopyCover,distanceToRoad,geographicDistance,forest_1km
DF2_UNC3,24.47360695947128,0.8235294117647058,1,0.06,0.44843273348471774,8.79210056148046,0.780717938
DF2_UNC4,25.33397921145893,0.75,1,0.36,0.46549594990438686,8.77960584855524,0.780717938
DF2_UNC8,22.64356276763614,0.7222222222222222,1,0.06,0.47559096551420316,8.675327732238335,0.780717938
DF3_DF4,14.033209278126249,0.4117647058823529,0.6,0.06,0.09270601514143027,0.09384549661759474,0
DF3_DF5,17.165928972328043,0.5,0.33333333333333337,0.01,0.18389628341618017,0.3069595591619258,0
DF3_ERSP1,16.11460007932615,0.4117647058823529,0.75,0.02,0.45940789635844376,10.144101479301222,0.077997231
DF3_ERSP2,19.428903957290743,0.4117647058823529,0.5,0.03,0.4553112968502148,10.202883561368663,0.077997231
DF3_ERSP3,18.9499082155102,0.5263157894736843,0.8,0.03,0.41873351664991093,10.258561655549721,0.077997231
DF3_ERSP4,17.294022455885322,0.5263157894736843,0.75,0.11,0.39518730211665304,10.335623333616713,0.077997231
DF3_ERSP6,18.434829876787155,0.4117647058823529,0.75,0.05,0.4375983531290805,10.487360387472137,0.077997231
DF3_JMNP1,24.052994699301113,0.6521739130434783,1,0.03,0.4254533189436196,2.9978780958435567,0.13063959400000003
DF3_JMNP2,18.4222896961215,0.5882352941176471,0.33333333333333337,0.01,0.5049540429288587,2.9046351638631713,0.13063959400000003
DF3_JMNP3,19.51042990967005,0.631578947368421,0.6666666666666667,0.03,0.44048979891727086,2.930314391573606,0.13063959400000003
DF3_JMNP5,16.10555271947027,0.4375,1,0.09,0.5634038890101778,2.8603181722890283,0.13063959400000003
DF3_JMNP8,15.467524338038672,0.375,0.33333333333333337,0.03,0.3833836610235832,3.0594295277106593,0.13063959400000003
DF3_NCBG1,23.343685423974193,0.631578947368421,1,0.09,0.42933958016512325,9.366373690515747,0.430050245
DF3_NCBG4,11.680791094370672,0.4285714285714286,0.75,0.01,0.3514138960948771,9.511621988506258,0.430050245
DF3_NCBG5,19.382991932390304,0.4736842105263158,0.8,0.02,0.4368364853018217,9.596225036088214,0.430050245
DF3_NCBG6,23.49330828870235,0.6363636363636364,0.75,0.03,0.46941714726659095,9.657919948553635,0.430050245
DF3_NCBG8,21.305759582657572,0.6111111111111112,1,0.03,0.5066020903251436,9.530051994645152,0.430050245
DF3_NCSU10,17.339483562905095,0.5625,0.8333333333333334,0.03,0.47276834638967963,38.530565702310106,0.8489754740000001
DF3_NCSU11,21.11902408689579,0.7058823529411764,0.75,0.01,0.5059040004015524,38.49643690696596,0.8489754740000001
DF3_NCSU2,17.945486593243388,0.5,1,0.06,0.5621902689817261,37.777415479493776,0.8489754740000001
DF3_NCSU3,17.096198062792933,0.5555555555555556,1,0.07,0.5716778861543104,37.90085832957491,0.8489754740000001
DF3_NCSU9,21.7022688614642,0.55,1,0.04,0.5440359191325542,37.87140664395984,0.8489754740000001
DF3_UNC13,20.656244614789877,0.65,0.8,0.13,0.556626882995338,8.80258814172962,0.780717938
DF3_UNC14,22.18065194756768,0.65,1,0.16,0.5620480813774147,8.673510827607878,0.780717938
DF3_UNC3,23.886079393045584,0.7222222222222222,1,0.05,0.5511259910054102,8.887824281763915,0.780717938
DF3_UNC4,24.10149905046006,0.7272727272727273,1,0.37,0.5681892074250792,8.875420912442358,0.780717938
DF3_UNC8,21.92981085701063,0.631578947368421,1,0.05,0.5782842230348956,8.770941426938569,0.780717938
DF4_DF5,19.284292868434807,0.5789473684210527,0.4,0.05,0.09119026827474988,0.24370329871371132,0
DF4_ERSP1,17.883700347885753,0.5,0.6666666666666667,0.04,0.552113911499874,10.050533982507417,0.077997231
DF4_ERSP2,23.458748365971186,0.42105263157894735,0.5,0.09,0.548017311991645,10.109291292907347,0.077997231
DF4_ERSP3,20.135315749171486,0.5238095238095238,0.7142857142857143,0.03,0.5114395317913412,10.164995591225304,0.077997231
DF4_ERSP4,15.672975999653683,0.368421052631579,0.6666666666666667,0.17,0.4878933172580833,10.242102175775159,0.077997231
DF4_ERSP6,21.703293618762352,0.6363636363636364,0.6666666666666667,0.11,0.5303043682705109,10.39391905706078,0.077997231
DF4_JMNP1,23.177023749679414,0.5217391304347826,0.8571428571428572,0.09,0.5181593340850499,2.990881536318493,0.13063959400000003
DF4_JMNP2,20.49594775695286,0.5789473684210527,0.4,0.07,0.597660058070289,2.8980091037402236,0.13063959400000003
DF4_JMNP3,18.167943380902006,0.55,0.8333333333333334,0.09,0.5331958140587011,2.928470141082724,0.13063959400000003
DF4_JMNP5,19.830665337429842,0.4444444444444444,1,0.03,0.656109904151608,2.8523497423185504,0.13063959400000003
DF4_JMNP8,20.477667035652562,0.38888888888888884,0.4,0.09,0.4760896761650134,3.0437146125805166,0.13063959400000003
DF4_NCBG1,22.662596869871777,0.55,1,0.15,0.5220455953065536,9.460141833479154,0.430050245
DF4_NCBG4,13.94200992215776,0.33333333333333337,0.6666666666666667,0.07,0.44411991123630734,9.605377012375943,0.430050245
DF4_NCBG5,21.55147493494292,0.4,0.7142857142857143,0.08,0.5295425004432519,9.690019552303788,0.430050245
DF4_NCBG6,23.271537640922073,0.5,0.6666666666666667,0.03,0.5621231624080213,9.75173185030733,0.430050245
DF4_NCBG8,23.700094208873175,0.6,1,0.09,0.5993081054665738,9.623862393172596,0.430050245
DF4_NCSU10,20.349302304214923,0.47058823529411764,0.8888888888888888,0.03,0.56547436153111,38.571611697452596,0.8489754740000001
DF4_NCSU11,20.337396558039657,0.6842105263157895,0.6666666666666667,0.05,0.5986100155429827,38.53745314658385,0.8489754740000001
DF4_NCSU2,18.462766981329306,0.5,1,0,0.6548962841231563,37.81740389455226,0.8489754740000001
DF4_NCSU3,19.98147268446357,0.6190476190476191,1,0.01,0.6643839012957407,37.940715266734394,0.8489754740000001
DF4_NCSU9,25.417311890973714,0.6666666666666667,1,0.02,0.6367419342739845,37.91239589367653,0.8489754740000001
DF4_UNC13,19.420157648534314,0.5714285714285714,0.7142857142857143,0.07,0.6493328981367683,8.895202965966098,0.780717938
DF4_UNC14,24.16825560170328,0.5714285714285714,0.8571428571428572,0.22,0.6547540965188449,8.766201814651804,0.780717938
DF4_UNC3,24.670183107103185,0.7619047619047619,1,0.01,0.6438320061468404,8.980367667028618,0.780717938
DF4_UNC4,23.293380528271122,0.5909090909090908,0.875,0.43,0.6608952225665095,8.968001726734665,0.780717938
DF4_UNC8,24.296638539700744,0.6818181818181819,1,0.01,0.6709902381763259,8.863440036560485,0.780717938
DF5_ERSP1,18.950712277515255,0.5,0.8,0.01,0.6433041797746238,9.93000289290578,0.077997231
DF5_ERSP2,20.39148412485743,0.4117647058823529,0.6,0.04,0.639207580266395,9.987995675559766,0.077997231
DF5_ERSP3,10.58059939798829,0.3529411764705882,0.8333333333333334,0.02,0.6026298000660911,10.044480633606614,0.077997231
DF5_ERSP4,17.55837363518658,0.5263157894736843,0.8,0.12,0.5790835855328332,10.122850727677521,0.077997231
DF5_ERSP6,10.201137264485194,0.3125,0.8,0.06,0.6214946365452606,10.276717288242127,0.077997231
DF5_JMNP1,21.612244431291415,0.5909090909090908,1,0.04,0.6093496023597997,3.1863111560869615,0.13063959400000003
DF5_JMNP2,17.788340648760492,0.4,0.5,0.02,0.6888503263450388,3.094171586508989,0.13063959400000003
DF5_JMNP3,16.370136485801428,0.47058823529411764,0.75,0.04,0.6243860823334509,3.1314775237437322,0.13063959400000003
DF5_JMNP5,20.704983347780065,0.5294117647058824,1,0.08,0.7473001724263579,3.046575726810187,0.13063959400000003
DF5_JMNP8,17.219249876329016,0.47058823529411764,0.5,0.04,0.5672799444397633,3.2249959997456283,0.13063959400000003
DF5_NCBG1,25.038367947223282,0.631578947368421,1,0.1,0.6132358635813034,9.592806090844634,0.430050245
DF5_NCBG4,16.023645084053655,0.4285714285714286,0.8,0.02,0.5353101795110572,9.737338404559434,0.430050245
DF5_NCBG5,20.90635086083203,0.55,0.8333333333333334,0.03,0.6207327687180018,9.824171539874945,0.430050245
DF5_NCBG6,21.823909264036704,0.5714285714285714,0.8,0.02,0.6533134306827711,9.887115519552147,0.430050245
DF5_NCBG8,25.336831633373123,0.6842105263157895,1,0.04,0.6904983737413237,9.759155413886274,0.430050245
DF5_NCSU10,18.232485950914413,0.5625,0.8571428571428572,0.02,0.6566646298058597,38.452856420334875,0.8489754740000001
DF5_NCSU11,20.561927686500216,0.7058823529411764,0.8,0,0.6898002838177325,38.41862350292258,0.8489754740000001
DF5_NCSU2,18.31773102614859,0.5,1,0.05,0.7460865523979062,37.696012613268934,0.8489754740000001
DF5_NCSU3,15.628046669546146,0.631578947368421,1,0.06,0.7555741695704905,37.8189939490165,0.8489754740000001
DF5_NCSU9,18.631913628203797,0.4736842105263158,1,0.03,0.7279322025487344,37.79351171892481,0.8489754740000001
DF5_UNC13,19.896736891391416,0.5789473684210527,0.6,0.12,0.7405231664115182,9.065947475729166,0.780717938
DF5_UNC14,25.347137438047167,0.7142857142857143,0.8,0.17,0.7459443647935948,8.936091695213062,0.780717938
DF5_UNC3,22.973907242289773,0.7222222222222222,1,0.04,0.7350222744215903,9.151892823354864,0.780717938
DF5_UNC4,23.5263465941655,0.7272727272727273,0.8333333333333334,0.38,0.7520854908412593,9.139115621112719,0.780717938
DF5_UNC8,21.53583863113356,0.631578947368421,1,0.04,0.7621805064510757,9.035470186057298,0.780717938
ERSP1_ERSP2,25.70800024684706,0.5714285714285714,0.25,0.05,0.0040965995082288915,0.06869194687869028,0
ERSP1_ERSP3,20.02967812047125,0.44999999999999996,0.25,0.01,0.04067437970853276,0.11447859220257878,0
ERSP1_ERSP4,17.95098000441687,0.44999999999999996,0.5,0.13,0.06422059424179069,0.20161374097671225,0
ERSP1_ERSP6,17.783531390769515,0.5,0.5,0.07,0.0218095432293632,0.37994451390498973,0
ERSP1_JMNP1,20.96740522015519,0.5833333333333333,0.8,0.05,0.03395457741482416,10.088977951561692,0.20863682500000003
ERSP1_JMNP2,22.27103981478325,0.65,0.5,0.03,0.04554614657041499,10.087220655125062,0.20863682500000003
ERSP1_JMNP3,21.780635293495767,0.6818181818181819,0.75,0.05,0.01891809744117286,10.238516148087108,0.20863682500000003
ERSP1_JMNP5,21.675465847831777,0.5263157894736843,1,0.07,0.103995992651734,10.040366894648674,0.20863682500000003
ERSP1_JMNP8,18.031944683166845,0.38888888888888884,0.5,0.05,0.07602423533486057,9.813484460198158,0.20863682500000003
ERSP1_NCBG1,25.07122821469454,0.6190476190476191,1,0.11,0.030068316193320455,19.507349963733386,0.508047476
ERSP1_NCBG4,18.04484770810697,0.5294117647058824,0.5,0.03,0.10799400026356663,19.653130390077337,0.508047476
ERSP1_NCBG5,21.872774424946687,0.5454545454545454,0.6,0.04,0.022571411056622095,19.73565893435013,0.508047476
ERSP1_NCBG6,21.970760332428966,0.5,0.5,0.01,0.010009250908147237,19.795899988439935,0.508047476
ERSP1_NCBG8,24.39376249800974,0.6666666666666667,1,0.05,0.04719419396669981,19.66821881146789,0.508047476
ERSP1_NCSU10,19.141792689976622,0.47058823529411764,0.8571428571428572,0.01,0.013360450031235885,44.513919450973376,0.9269727050000001
ERSP1_NCSU11,17.10647486466882,0.6111111111111112,0.5,0.01,0.04649610404310867,44.477776305845715,0.9269727050000001
ERSP1_NCSU2,20.28349488449282,0.5789473684210527,1,0.04,0.10278237262328231,43.680624193786585,0.9269727050000001
ERSP1_NCSU3,16.967068131735353,0.4736842105263158,1,0.05,0.11226998979586666,43.789722450913395,0.9269727050000001
ERSP1_NCSU9,21.205033484916775,0.47619047619047616,1,0.02,0.08462802277411051,43.86261337740095,0.9269727050000001
ERSP1_UNC13,21.515235178277205,0.5714285714285714,1,0.11,0.09721898663689432,18.81155187452704,0.858715169
ERSP1_UNC14,21.893381865671337,0.5714285714285714,1,0.18,0.1026401850189709,18.689207103791095,0.858715169
ERSP1_UNC3,24.54392682316653,0.7619047619047619,1,0.03,0.09171809464696642,18.890755510261243,0.858715169
ERSP1_UNC4,26.320499612577954,0.76,1,0.39,0.10878131106663551,18.881247833217422,0.858715169
ERSP1_UNC8,17.980860932821983,0.55,1,0.03,0.11887632667645184,18.771552340638944,0.858715169
ERSP2_ERSP3,22.522029645271097,0.44999999999999996,0.4,0.06,0.03657778020030386,0.06729784288328847,0
ERSP2_ERSP4,20.45621638340421,0.2777777777777778,0.6,0.08,0.0601239947335618,0.1656199708625889,0
ERSP2_ERSP6,21.297762035625457,0.5,0.6,0.02,0.01771294372113431,0.3474539543871169,0
ERSP2_JMNP1,23.99620340744702,0.5217391304347826,0.8333333333333334,0,0.029857977906595265,10.155578992837691,0.20863682500000003
ERSP2_JMNP2,19.5697868693714,0.4117647058823529,0.25,0.02,0.049642746078643885,10.153662999419257,0.20863682500000003
ERSP2_JMNP3,20.268023638303482,0.4736842105263158,0.8,0,0.01482149793294397,10.304963467534765,0.20863682500000003
ERSP2_JMNP5,22.212058411719227,0.5263157894736843,1,0.12,0.10809259215996289,10.106741152757689,0.20863682500000003
ERSP2_JMNP8,19.002086213895485,0.38888888888888884,0.25,0,0.07192763582663167,9.880228436277834,0.20863682500000003
ERSP2_NCBG1,26.697957403330026,0.55,1,0.06,0.025971716685091566,19.56670476935865,0.508047476
ERSP2_NCBG4,18.316872886042734,0.4375,0.6,0.02,0.10389740075533774,19.712434153827335,0.508047476
ERSP2_NCBG5,23.577965988729925,0.47619047619047616,0.6666666666666667,0.01,0.018474811548393207,19.795149375575175,0.508047476
ERSP2_NCBG6,24.65985030506162,0.5652173913043479,0.6,0.06,0.014105850416376128,19.855496737951245,0.508047476
ERSP2_NCBG8,23.680056997153386,0.6,1,0,0.0512907934749287,19.727800236070905,0.508047476
ERSP2_NCSU10,21.092313037805773,0.631578947368421,0.875,0.06,0.017457049539464777,44.52632006297114,0.9269727050000001
ERSP2_NCSU11,26.59033587769918,0.8095238095238095,0.6,0.04,0.05059270355133756,44.49016688617677,0.9269727050000001
ERSP2_NCSU2,21.115376201056993,0.5,1,0.09,0.10687897213151121,43.69253833808235,0.9269727050000001
ERSP2_NCSU3,19.998779789005276,0.6818181818181819,1,0.1,0.11636658930409556,43.80150933341752,0.9269727050000001
ERSP2_NCSU9,24.38763367992814,0.6086956521739131,1,0.07,0.08872462228233939,43.87517498103214,0.9269727050000001
ERSP2_UNC13,25.387034444202754,0.6363636363636364,0.8571428571428572,0.16,0.10131558614512322,18.873889196055035,0.858715169
ERSP2_UNC14,27.447492797477366,0.6956521739130435,1,0.13,0.10673678452719977,18.75145084338212,0.858715169
ERSP2_UNC3,25.725212155910597,0.8181818181818181,1,0.08,0.09581469415519532,18.95317184018491,0.858715169
ERSP2_UNC4,26.26322678695514,0.7083333333333333,1,0.34,0.1128779105748644,18.94362922801919,0.858715169
ERSP2_UNC8,25.24983577269862,0.6818181818181819,1,0.08,0.12297292618468074,18.833983798556098,0.858715169
ERSP3_ERSP4,17.931178380783262,0.4,0.25,0.14,0.023546214533257937,0.0984503809338275,0
ERSP3_ERSP6,12.185907353553468,0.368421052631579,0.6,0.08,0.018864836479169554,0.2801781607871908,0
ERSP3_JMNP1,22.234617869280292,0.4782608695652174,0.6,0.06,0.006719802293708597,10.19787077530704,0.20863682500000003
ERSP3_JMNP2,20.347629027872838,0.6,0.6,0.04,0.08622052627894775,10.196435439138384,0.20863682500000003
ERSP3_JMNP3,19.498859813558227,0.6363636363636364,0.8,0.06,0.021756282267359893,10.347719862090209,0.20863682500000003
ERSP3_JMNP5,21.116971900259095,0.55,0.8,0.06,0.14467037236026675,10.149713997851551,0.20863682500000003
ERSP3_JMNP8,16.40943947678467,0.5,0.6,0.06,0.03534985562632781,9.922071069545199,0.20863682500000003
ERSP3_NCBG1,24.14411207995053,0.5,1,0.12,0.010606063515212299,19.621757906061823,0.508047476
ERSP3_NCBG4,16.744111778499963,0.47058823529411764,0.25,0.04,0.06731962055503388,19.767544100600894,0.508047476
ERSP3_NCBG5,17.561514727495098,0.35,0.6666666666666667,0.05,0.018102968651910658,19.850050136210687,0.508047476
ERSP3_NCBG6,20.151029382424824,0.4545454545454546,0.25,0,0.05068363061667999,19.91027676463917,0.508047476
ERSP3_NCBG8,26.13846328674807,0.6190476190476191,0.8,0.06,0.08786857367523257,19.78259776837955,0.508047476
ERSP3_NCSU10,21.3167821932891,0.5,0.7142857142857143,0,0.05403482973976864,44.59155968303662,0.9269727050000001
ERSP3_NCSU11,22.32764499218822,0.631578947368421,0.25,0.02,0.08717048375164142,44.555404068042414,0.9269727050000001
ERSP3_NCSU2,18.278252283426728,0.3529411764705882,1,0.03,0.14345675233181507,43.75765784061659,0.9269727050000001
ERSP3_NCSU3,18.83194443041017,0.5,1,0.04,0.1529443695043994,43.86659676388886,0.9269727050000001
ERSP3_NCSU9,18.241401479797993,0.4285714285714286,1,0.01,0.12530240248264327,43.94045397468102,0.9269727050000001
ERSP3_UNC13,18.866519170508766,0.44999999999999996,1,0.1,0.1378933663454271,18.9250802460427,0.858715169
ERSP3_UNC14,25.316704808564573,0.6521739130434783,1,0.19,0.14331456472750365,18.80278249769749,0.858715169
ERSP3_UNC3,21.386561505031043,0.5789473684210527,1,0.02,0.1323924743554992,19.00424301435762,0.858715169
ERSP3_UNC4,23.645817686325472,0.6666666666666667,1,0.4,0.14945569077516824,18.994753520135255,0.858715169
ERSP3_UNC8,21.75584635643806,0.5714285714285714,1,0.02,0.15955070638498461,18.885032018088257,0.858715169
ERSP4_ERSP6,19.25945618130459,0.5909090909090908,0.5,0.06,0.042411051012427495,0.18192972188025816,0
ERSP4_JMNP1,19.951718183297366,0.40909090909090906,0.5,0.08,0.030266016826966533,10.253942454025944,0.20863682500000003
ERSP4_JMNP2,19.33461167907213,0.5263157894736843,0.5,0.1,0.10976674081220568,10.253247012418786,0.20863682500000003
ERSP4_JMNP3,16.769415949709327,0.5714285714285714,0.75,0.08,0.045302496800617834,10.404499120292316,0.20863682500000003
ERSP4_JMNP5,21.55555551928554,0.55,0.75,0.2,0.1682165868935247,10.206836640847957,0.20863682500000003
ERSP4_JMNP8,17.069784620050914,0.33333333333333337,0.5,0.08,0.011803641093069871,9.977466932037247,0.20863682500000003
ERSP4_NCBG1,23.99344420886329,0.5,1,0.02,0.034152278048470236,19.69766798838354,0.508047476
ERSP4_NCBG4,17.386637935321286,0.375,0,0.1,0.04377340602177594,19.843544717075336,0.508047476
ERSP4_NCBG5,22.281532895569466,0.4285714285714286,0.6,0.09,0.041649183185168595,19.925712468029822,0.508047476
ERSP4_NCBG6,21.150887270222757,0.38095238095238093,0,0.14,0.07422984514993793,19.985743918198388,0.508047476
ERSP4_NCBG8,24.288469181242192,0.6190476190476191,0.75,0.08,0.1114147882084905,19.858094187538775,0.508047476
ERSP4_NCSU10,21.466871164894577,0.5789473684210527,0.6666666666666667,0.14,0.07758104427302658,44.68863263219328,0.9269727050000001
ERSP4_NCSU11,23.28828131810527,0.7619047619047619,0,0.12,0.11071669828489937,44.652474603539055,0.9269727050000001
ERSP4_NCSU2,19.12769973051764,0.4444444444444444,1,0.17,0.16700296686507302,43.85461095703934,0.9269727050000001
ERSP4_NCSU3,19.726126502232265,0.5714285714285714,1,0.18,0.17649058403765736,43.96351756774135,0.9269727050000001
ERSP4_NCSU9,25.13356933601622,0.625,1,0.15,0.14884861701590119,44.037565970473715,0.9269727050000001
ERSP4_UNC13,22.091540908934384,0.5238095238095238,1,0.24,0.16143958087868504,18.99482139742119,0.858715169
ERSP4_UNC14,24.749773854306206,0.5238095238095238,1,0.05,0.16686077926076157,18.872747985132943,0.858715169
ERSP4_UNC3,26.45165489620109,0.7727272727272727,1,0.16,0.15593868888875712,19.07379327115196,0.858715169
ERSP4_UNC4,25.44416383484525,0.6666666666666667,1,0.26,0.1730019053084262,19.064388073949956,0.858715169
ERSP4_UNC8,21.835992375546024,0.6363636363636364,1,0.16,0.18309692091824253,18.95454720809335,0.858715169
ERSP6_JMNP1,21.96323447438757,0.5833333333333333,0.8,0.02,0.012145034185460958,10.370616343584265,0.20863682500000003
ERSP6_JMNP2,20.01233100584007,0.5789473684210527,0.5,0.04,0.06735568979977818,10.371185770723633,0.20863682500000003
ERSP6_JMNP3,18.342110046347525,0.6190476190476191,0.75,0.02,0.002891445788190339,10.522361336723497,0.20863682500000003
ERSP6_JMNP5,21.805772844302506,0.6,1,0.14,0.1258055358810972,10.325313251373895,0.20863682500000003
ERSP6_JMNP8,16.052697105940382,0.4736842105263158,0.5,0.02,0.05421469210549736,10.093025897155849,0.20863682500000003
ERSP6_NCBG1,25.842883007796285,0.6190476190476191,1,0.04,0.008258772963957255,19.847143073441266,0.508047476
ERSP6_NCBG4,18.48199026575579,0.6111111111111112,0.5,0.04,0.08618445703420344,19.993165504916508,0.508047476
ERSP6_NCBG5,19.58720668496794,0.47619047619047616,0.6,0.03,7.618678272588965e-4,20.074774811274903,0.508047476
ERSP6_NCBG6,20.857205160557246,0.5,0.5,0.08,0.03181879413751044,20.134483458532355,0.508047476
ERSP6_NCBG8,25.14981971684948,0.6,1,0.02,0.06900373719606301,20.00688475929569,0.508047476
ERSP6_NCSU10,19.74186927657696,0.631578947368421,0.8571428571428572,0.08,0.03516999326059909,44.86507125084749,0.9269727050000001
