circles,euclideanDistance,jaccardDissimilarity,treeDissimilarity,canopyCover,distanceToRoad,geographicDistance,forest_1km
DF1_DF2,21.141809162486393,0.4,0,0.06,0.05285218946365569,0.057511296293998496,0
DF1_DF3,20.003855087563505,0.40909090909090906,0.6666666666666667,0.05,0.15554544698434808,0.1565587421381959,0
DF1_DF4,20.722266842854307,0.23809523809523814,0.6,0.01,0.24825146212577834,0.2503518143378299,0
DF1_DF5,25.920707901163798,0.3913043478260869,0.75,0.04,0.3394417304005282,0.4345347894256653,0
DF1_ERSP1,27.00493030852525,0.41666666666666663,0.33333333333333337,0.03,0.3038624493740957,10.300569213829935,0.077997231
DF1_ERSP2,22.581745748249034,0.31818181818181823,0.5,0.08,0.29976584986586674,10.359368853765158,0.077997231
DF1_ERSP3,24.800151798681352,0.43999999999999995,0.5,0.02,0.2631880696655629,10.415028305208482,0.077997231
DF1_ERSP4,24.31727924038393,0.41666666666666663,0.33333333333333337,0.16,0.23964185513230496,10.49205553437816,0.077997231
DF1_ERSP6,24.27243279310219,0.375,0.33333333333333337,0.1,0.28205290614473244,10.643725167799799,0.077997231
DF1_JMNP1,26.74895701493871,0.48,0.75,0.08,0.26990787195927146,3.0225502566931426,0.13063959400000003
DF1_JMNP2,23.413859036642723,0.43999999999999995,0.33333333333333337,0.06,0.3494085959445106,2.9289027902754303,0.13063959400000003
DF1_JMNP3,23.96477534432583,0.4782608695652174,0.6666666666666667,0.08,0.28494435193292283,2.9466409394616084,0.13063959400000003
DF1_JMNP5,25.45505786284377,0.4545454545454546,1,0.04,0.4078584420258296,2.886890721889778,0.13063959400000003
DF1_JMNP8,20.68708039896911,0.2857142857142857,0.33333333333333337,0.08,0.22783821403923507,3.098219613300555,0.13063959400000003
DF1_NCBG1,28.454054105451913,0.5217391304347826,1,0.14,0.27379413318077517,9.209815119380039,0.430050245
DF1_NCBG4,21.10827141931654,0.38888888888888884,0.33333333333333337,0.06,0.195868449110529,9.355063520701885,0.430050245
DF1_NCBG5,22.905093898220947,0.41666666666666663,0.5,0.07,0.28129103831747354,9.439672955459846,0.430050245
DF1_NCBG6,27.034056197202055,0.3913043478260869,0.33333333333333337,0.02,0.31387170028224287,9.501380041012315,0.430050245
DF1_NCBG8,26.57090017875577,0.5714285714285714,1,0.08,0.35105664334079545,9.373510658165102,0.430050245
DF1_NCSU10,28.32718179222894,0.52,0.8333333333333334,0.02,0.31722289940533155,38.4565995264595,0.8489754740000001
DF1_NCSU11,27.244905789527998,0.5769230769230769,0.33333333333333337,0.04,0.35035855341720434,38.422519808579025,0.8489754740000001
DF1_NCSU2,26.906688277684285,0.5384615384615384,1,0.01,0.40664482199737795,37.70518961291116,0.8489754740000001
DF1_NCSU3,29.24446245196515,0.5666666666666667,1,0.02,0.4161324391699623,37.828846556152975,0.8489754740000001
DF1_NCSU9,31.011597387220952,0.5862068965517242,1,0.01,0.38849047214820615,37.79754033296411,0.8489754740000001
DF1_UNC13,30.215023727500185,0.5925925925925926,1,0.08,0.40108143601099,8.649374692212344,0.780717938
DF1_UNC14,25.606183123209764,0.48,1,0.21,0.40650263439306655,8.520133932896417,0.780717938
DF1_UNC3,31.347817281746508,0.6538461538461539,1,0,0.3955805440210621,8.734763451301763,0.780717938
DF1_UNC4,30.23831900791055,0.6538461538461539,1,0.42,0.41264376044073114,8.722279915776534,0.780717938
DF1_UNC8,30.389973735056014,0.6666666666666667,1,0,0.4227387760505475,8.617977582766127,0.780717938
DF2_DF3,14.75623626941081,0.368421052631579,0.6666666666666667,0.01,0.10269325752069239,0.10281752894917429,0
DF2_DF4,23.309214719586635,0.4285714285714286,0.6,0.07,0.19539927266212265,0.19564430832056673,0
DF2_DF5,24.58046920283718,0.4285714285714286,0.75,0.02,0.28658954093687256,0.3785153321764204,0
DF2_ERSP1,23.444076296272907,0.38095238095238093,0.33333333333333337,0.03,0.35671463883775134,10.24609618809966,0.077997231
DF2_ERSP2,29.213335275240613,0.4285714285714286,0.5,0.02,0.35261803932952246,10.304832477128498,0.077997231
DF2_ERSP3,24.380925671150138,0.40909090909090906,0.5,0.04,0.3160402591292186,10.360558870773028,0.077997231
DF2_ERSP4,22.67636273177293,0.5217391304347826,0.33333333333333337,0.1,0.2924940445959606,10.437695451700185,0.077997231
DF2_ERSP6,25.92507405512237,0.5416666666666667,0.33333333333333337,0.04,0.33490509560838816,10.589546274855332,0.077997231
DF2_JMNP1,27.21967698995473,0.5833333333333333,0.75,0.02,0.3227600614229271,3.0292824340619413,0.13063959400000003
DF2_JMNP2,25.37819538175368,0.4782608695652174,0.33333333333333337,0,0.40226078540816634,2.9357539754316786,0.13063959400000003
DF2_JMNP3,25.891139307908357,0.5238095238095238,0.6666666666666667,0.02,0.3377965413965785,2.9563957501812266,0.13063959400000003
DF2_JMNP5,19.248227285183965,0.33333333333333337,1,0.1,0.4607106314894853,2.8928796729591095,0.13063959400000003
DF2_JMNP8,19.811252065150406,0.4,0.33333333333333337,0.02,0.28069040350289076,3.0997210141678972,0.13063959400000003
DF2_NCBG1,29.687007401442575,0.5714285714285714,1,0.08,0.3266463226444309,9.264935083953404,0.430050245
DF2_NCBG4,17.330012245653897,0.33333333333333337,0.33333333333333337,0,0.2487206385741847,9.410127666176088,0.430050245
DF2_NCBG5,21.08980964290464,0.38095238095238093,0.5,0.01,0.3341432277811292,9.494918713678492,0.430050245
DF2_NCBG6,26.45942098667595,0.5,0.33333333333333337,0.04,0.3667238897458986,9.556725613541309,0.430050245
DF2_NCBG8,21.39747339132089,0.375,1,0.02,0.40390883280445117,9.428846991383862,0.430050245
DF2_NCSU10,25.97009215088263,0.5652173913043479,0.8333333333333334,0.04,0.3700750888689872,38.46798263663006,0.8489754740000001
DF2_NCSU11,26.861188132801257,0.6799999999999999,0.33333333333333337,0.02,0.40321074288086006,38.4338828000049,0.8489754740000001
DF2_NCSU2,27.068300473534805,0.5217391304347826,1,0.07,0.45949701146103367,37.7158614287082,0.8489754740000001
DF2_NCSU3,28.487901237345497,0.7,1,0.08,0.468984628633618,37.83943142140446,0.8489754740000001
DF2_NCSU9,27.781825391786352,0.5769230769230769,1,0.05,0.44134266161186186,37.80888157303081,0.8489754740000001
DF2_UNC13,26.476624665572853,0.4545454545454546,1,0.14,0.45393362547464566,8.706690178072408,0.780717938
DF2_UNC14,22.18958484455799,0.4545454545454546,1,0.15,0.45935482385672227,8.577424304773126,0.780717938
DF2_UNC3,27.381963357950486,0.5238095238095238,1,0.06,0.44843273348471774,8.79210056148046,0.780717938
DF2_UNC4,25.357637727538037,0.5909090909090908,1,0.36,0.46549594990438686,8.77960584855524,0.780717938
DF2_UNC8,27.35508894108728,0.6666666666666667,1,0.06,0.47559096551420316,8.675327732238335,0.780717938
DF3_DF4,23.757433878206914,0.5,0.6,0.06,0.09270601514143027,0.09384549661759474,0
DF3_DF5,24.726147631004682,0.5,0.33333333333333337,0.01,0.18389628341618017,0.3069595591619258,0
DF3_ERSP1,24.41993905645555,0.3913043478260869,0.75,0.02,0.45940789635844376,10.144101479301222,0.077997231
DF3_ERSP2,25.948566052801485,0.4347826086956522,0.5,0.03,0.4553112968502148,10.202883561368663,0.077997231
DF3_ERSP3,24.011008156581546,0.5384615384615384,0.8,0.03,0.41873351664991093,10.258561655549721,0.077997231
DF3_ERSP4,24.27296005095559,0.52,0.75,0.11,0.39518730211665304,10.335623333616713,0.077997231
DF3_ERSP6,21.970913752775406,0.41666666666666663,0.75,0.05,0.4375983531290805,10.487360387472137,0.077997231
DF3_JMNP1,29.675826111573212,0.6296296296296297,1,0.03,0.4254533189436196,2.9978780958435567,0.13063959400000003
DF3_JMNP2,23.755690286368427,0.41666666666666663,0.33333333333333337,0.01,0.5049540429288587,2.9046351638631713,0.13063959400000003
DF3_JMNP3,20.55655468982367,0.4545454545454546,0.6666666666666667,0.03,0.44048979891727086,2.930314391573606,0.13063959400000003
DF3_JMNP5,21.5635079745884,0.4285714285714286,1,0.09,0.5634038890101778,2.8603181722890283,0.13063959400000003
DF3_JMNP8,17.51390793022503,0.33333333333333337,0.33333333333333337,0.03,0.3833836610235832,3.0594295277106593,0.13063959400000003
DF3_NCBG1,28.26866200115435,0.5652173913043479,1,0.09,0.42933958016512325,9.366373690515747,0.430050245
DF3_NCBG4,18.22336307353063,0.5263157894736843,0.75,0.01,0.3514138960948771,9.511621988506258,0.430050245
DF3_NCBG5,23.443586508703802,0.52,0.8,0.02,0.4368364853018217,9.596225036088214,0.430050245
DF3_NCBG6,28.72913898025724,0.5,0.75,0.03,0.46941714726659095,9.657919948553635,0.430050245
DF3_NCBG8,21.275761072104558,0.38888888888888884,1,0.03,0.5066020903251436,9.530051994645152,0.430050245
DF3_NCSU10,22.61842488878983,0.4347826086956522,0.8333333333333334,0.03,0.47276834638967963,38.530565702310106,0.8489754740000001
DF3_NCSU11,26.1204706312153,0.6153846153846154,0.75,0.01,0.5059040004015524,38.49643690696596,0.8489754740000001
DF3_NCSU2,25.893933797426207,0.5769230769230769,1,0.06,0.5621902689817261,37.777415479493776,0.8489754740000001
DF3_NCSU3,28.552158549194665,0.6451612903225806,1,0.07,0.5716778861543104,37.90085832957491,0.8489754740000001
DF3_NCSU9,26.442374729425776,0.5185185185185186,1,0.04,0.5440359191325542,37.87140664395984,0.8489754740000001
DF3_UNC13,28.637449904543022,0.52,0.8,0.13,0.556626882995338,8.80258814172962,0.780717938
DF3_UNC14,22.611952089383596,0.45833333333333337,1,0.16,0.5620480813774147,8.673510827607878,0.780717938
DF3_UNC3,28.146133533402708,0.64,1,0.05,0.5511259910054102,8.887824281763915,0.780717938
DF3_UNC4,25.954628671506875,0.64,1,0.37,0.5681892074250792,8.875420912442358,0.780717938
DF3_UNC8,27.000865479465734,0.6,1,0.05,0.5782842230348956,8.770941426938569,0.780717938
DF4_DF5,25.62009383071154,0.48,0.4,0.05,0.09119026827474988,0.24370329871371132,0
DF4_ERSP1,25.699277479337923,0.375,0.6666666666666667,0.04,0.552113911499874,10.050533982507417,0.077997231
DF4_ERSP2,27.219720968303697,0.41666666666666663,0.5,0.09,0.548017311991645,10.109291292907347,0.077997231
DF4_ERSP3,24.016121789391384,0.46153846153846156,0.7142857142857143,0.03,0.5114395317913412,10.164995591225304,0.077997231
DF4_ERSP4,22.65266675413433,0.43999999999999995,0.6666666666666667,0.17,0.4878933172580833,10.242102175775159,0.077997231
DF4_ERSP6,26.84489839356941,0.5185185185185186,0.6666666666666667,0.11,0.5303043682705109,10.39391905706078,0.077997231
DF4_JMNP1,30.4153515308713,0.5555555555555556,0.8571428571428572,0.09,0.5181593340850499,2.990881536318493,0.13063959400000003
DF4_JMNP2,29.867798207912653,0.5714285714285714,0.4,0.07,0.597660058070289,2.8980091037402236,0.13063959400000003
DF4_JMNP3,27.14535877141057,0.6153846153846154,0.8333333333333334,0.09,0.5331958140587011,2.928470141082724,0.13063959400000003
DF4_JMNP5,26.625180949734286,0.4782608695652174,1,0.03,0.656109904151608,2.8523497423185504,0.13063959400000003
DF4_JMNP8,24.34761861688857,0.3913043478260869,0.4,0.09,0.4760896761650134,3.0437146125805166,0.13063959400000003
DF4_NCBG1,32.37002954645712,0.6,1,0.15,0.5220455953065536,9.460141833479154,0.430050245
DF4_NCBG4,22.353848511815613,0.42105263157894735,0.6666666666666667,0.07,0.44411991123630734,9.605377012375943,0.430050245
DF4_NCBG5,26.554140640948713,0.43999999999999995,0.7142857142857143,0.08,0.5295425004432519,9.690019552303788,0.430050245
DF4_NCBG6,27.670493823494834,0.41666666666666663,0.6666666666666667,0.03,0.5621231624080213,9.75173185030733,0.430050245
DF4_NCBG8,29.8053829089731,0.5909090909090908,1,0.09,0.5993081054665738,9.623862393172596,0.430050245
DF4_NCSU10,27.432294392409442,0.41666666666666663,0.8888888888888888,0.03,0.56547436153111,38.571611697452596,0.8489754740000001
DF4_NCSU11,26.987053401202445,0.5384615384615384,0.6666666666666667,0.05,0.5986100155429827,38.53745314658385,0.8489754740000001
DF4_NCSU2,29.25503612557101,0.5,1,0,0.6548962841231563,37.81740389455226,0.8489754740000001
DF4_NCSU3,29.21547243070986,0.5806451612903225,1,0.01,0.6643839012957407,37.940715266734394,0.8489754740000001
DF4_NCSU9,32.79719858492687,0.6451612903225806,1,0.02,0.6367419342739845,37.91239589367653,0.8489754740000001
DF4_UNC13,28.648051928888552,0.5555555555555556,0.7142857142857143,0.07,0.6493328981367683,8.895202965966098,0.780717938
DF4_UNC14,26.616698693306493,0.375,0.8571428571428572,0.22,0.6547540965188449,8.766201814651804,0.780717938
DF4_UNC3,32.982225531977434,0.6666666666666667,1,0.01,0.6438320061468404,8.980367667028618,0.780717938
DF4_UNC4,28.97700683821043,0.6153846153846154,0.875,0.43,0.6608952225665095,8.968001726734665,0.780717938
DF4_UNC8,32.02567679109884,0.6785714285714286,1,0.01,0.6709902381763259,8.863440036560485,0.780717938
DF5_ERSP1,24.611854858460145,0.43999999999999995,0.8,0.01,0.6433041797746238,9.93000289290578,0.077997231
DF5_ERSP2,29.657345310598995,0.41666666666666663,0.6,0.04,0.639207580266395,9.987995675559766,0.077997231
DF5_ERSP3,14.401732832973273,0.26086956521739135,0.8333333333333334,0.02,0.6026298000660911,10.044480633606614,0.077997231
DF5_ERSP4,20.963628999026326,0.43999999999999995,0.8,0.12,0.5790835855328332,10.122850727677521,0.077997231
DF5_ERSP6,22.764751618264015,0.33333333333333337,0.8,0.06,0.6214946365452606,10.276717288242127,0.077997231
DF5_JMNP1,28.235751163713953,0.5555555555555556,1,0.04,0.6093496023597997,3.1863111560869615,0.13063959400000003
DF5_JMNP2,21.949857601936664,0.33333333333333337,0.5,0.02,0.6888503263450388,3.094171586508989,0.13063959400000003
DF5_JMNP3,21.46981249562825,0.4347826086956522,0.75,0.04,0.6243860823334509,3.1314775237437322,0.13063959400000003
DF5_JMNP5,24.071970363617123,0.40909090909090906,1,0.08,0.7473001724263579,3.046575726810187,0.13063959400000003
DF5_JMNP8,23.572960569706318,0.3913043478260869,0.5,0.04,0.5672799444397633,3.2249959997456283,0.13063959400000003
DF5_NCBG1,30.44387987281427,0.6,1,0.1,0.6132358635813034,9.592806090844634,0.430050245
DF5_NCBG4,24.396463356043945,0.5,0.8,0.02,0.5353101795110572,9.737338404559434,0.430050245
DF5_NCBG5,26.67677666590627,0.43999999999999995,0.8333333333333334,0.03,0.6207327687180018,9.824171539874945,0.430050245
DF5_NCBG6,25.9059999951299,0.41666666666666663,0.8,0.02,0.6533134306827711,9.887115519552147,0.430050245
DF5_NCBG8,27.91356883625641,0.5238095238095238,1,0.04,0.6904983737413237,9.759155413886274,0.430050245
DF5_NCSU10,27.12371019079827,0.5925925925925926,0.8571428571428572,0.02,0.6566646298058597,38.452856420334875,0.8489754740000001
DF5_NCSU11,27.82087969089095,0.5925925925925926,0.8,0,0.6898002838177325,38.41862350292258,0.8489754740000001
DF5_NCSU2,25.991284320133627,0.43999999999999995,1,0.05,0.7460865523979062,37.696012613268934,0.8489754740000001
DF5_NCSU3,27.47915347330379,0.5806451612903225,1,0.06,0.7555741695704905,37.8189939490165,0.8489754740000001
DF5_NCSU9,26.564120968457345,0.4444444444444444,1,0.03,0.7279322025487344,37.79351171892481,0.8489754740000001
DF5_UNC13,27.034532102566576,0.5,0.6,0.12,0.7405231664115182,9.065947475729166,0.780717938
DF5_UNC14,30.242784937930505,0.5555555555555556,0.8,0.17,0.7459443647935948,8.936091695213062,0.780717938
DF5_UNC3,30.87668893663984,0.6153846153846154,1,0.04,0.7350222744215903,9.151892823354864,0.780717938
DF5_UNC4,30.200972497481025,0.6666666666666667,0.8333333333333334,0.38,0.7520854908412593,9.139115621112719,0.780717938
DF5_UNC8,28.822814605031677,0.6296296296296297,1,0.04,0.7621805064510757,9.035470186057298,0.780717938
ERSP1_ERSP2,29.73542536865876,0.375,0.25,0.05,0.0040965995082288915,0.06869194687869028,0
ERSP1_ERSP3,24.25578284364888,0.42307692307692313,0.25,0.01,0.04067437970853276,0.11447859220257878,0
ERSP1_ERSP4,25.062556069539355,0.46153846153846156,0.5,0.13,0.06422059424179069,0.20161374097671225,0
ERSP1_ERSP6,25.318542706108474,0.4814814814814815,0.5,0.07,0.0218095432293632,0.37994451390498973,0
ERSP1_JMNP1,25.883694177068115,0.5714285714285714,0.8,0.05,0.03395457741482416,10.088977951561692,0.20863682500000003
ERSP1_JMNP2,27.094948288195095,0.5357142857142857,0.5,0.03,0.04554614657041499,10.087220655125062,0.20863682500000003
ERSP1_JMNP3,25.2717288576723,0.5769230769230769,0.75,0.05,0.01891809744117286,10.238516148087108,0.20863682500000003
ERSP1_JMNP5,27.01941413363925,0.5,1,0.07,0.103995992651734,10.040366894648674,0.20863682500000003
ERSP1_JMNP8,21.438404535305576,0.34782608695652173,0.5,0.05,0.07602423533486057,9.813484460198158,0.20863682500000003
ERSP1_NCBG1,26.802253870908057,0.5,1,0.11,0.030068316193320455,19.507349963733386,0.508047476
ERSP1_NCBG4,22.607436275284755,0.5238095238095238,0.5,0.03,0.10799400026356663,19.653130390077337,0.508047476
ERSP1_NCBG5,25.738042725263146,0.46153846153846156,0.6,0.04,0.022571411056622095,19.73565893435013,0.508047476
ERSP1_NCBG6,28.024296903036678,0.43999999999999995,0.5,0.01,0.010009250908147237,19.795899988439935,0.508047476
ERSP1_NCBG8,22.3961991090377,0.47619047619047616,1,0.05,0.04719419396669981,19.66821881146789,0.508047476
ERSP1_NCSU10,22.637823684687447,0.375,0.8571428571428572,0.01,0.013360450031235885,44.513919450973376,0.9269727050000001
ERSP1_NCSU11,22.020401041718287,0.43999999999999995,0.5,0.01,0.04649610404310867,44.477776305845715,0.9269727050000001
ERSP1_NCSU2,24.18404538012591,0.46153846153846156,1,0.04,0.10278237262328231,43.680624193786585,0.9269727050000001
ERSP1_NCSU3,24.974009984276723,0.5,1,0.05,0.11226998979586666,43.789722450913395,0.9269727050000001
ERSP1_NCSU9,26.516297799416222,0.4642857142857143,1,0.02,0.08462802277411051,43.86261337740095,0.9269727050000001
ERSP1_UNC13,26.405689578104923,0.46153846153846156,1,0.11,0.09721898663689432,18.81155187452704,0.858715169
ERSP1_UNC14,21.716986045385326,0.4,1,0.18,0.1026401850189709,18.689207103791095,0.858715169
ERSP1_UNC3,30.48018759707114,0.6785714285714286,1,0.03,0.09171809464696642,18.890755510261243,0.858715169
ERSP1_UNC4,27.372589751466005,0.6296296296296297,1,0.39,0.10878131106663551,18.881247833217422,0.858715169
ERSP1_UNC8,22.8858183922241,0.5384615384615384,1,0.03,0.11887632667645184,18.771552340638944,0.858715169
ERSP2_ERSP3,28.78542946778515,0.46153846153846156,0.4,0.06,0.03657778020030386,0.06729784288328847,0
ERSP2_ERSP4,23.71318525635644,0.30434782608695654,0.6,0.08,0.0601239947335618,0.1656199708625889,0
ERSP2_ERSP6,28.323001090758492,0.4,0.6,0.02,0.01771294372113431,0.3474539543871169,0
ERSP2_JMNP1,32.05532966242673,0.6071428571428572,0.8333333333333334,0,0.029857977906595265,10.155578992837691,0.20863682500000003
